doc_id,source,content,embedding
fec133d3-807b-4568-8713-1d5e79bc2c3d,Training-Reference-Guide_branded_071216.pdf,Fostering Growth. Empowering Investors.:,"[0.08840560913085938, -0.029713725671172142, 0.03132479265332222, 0.02857297845184803, 0.03502792492508888, 0.039188284426927567, -0.016565661877393723, -0.03472346439957619, 0.0032045741099864244, 0.05090247094631195, 0.03549319878220558, 0.07350504398345947, -0.03029516153037548, -0.02193695679306984, -0.011626486666500568, 0.03544600307941437, -0.018974455073475838, 0.0226860661059618, -0.06578456610441208, -0.0369817279279232, -0.06224532797932625, -0.12713181972503662, 0.028122233226895332, -0.011734615080058575, 0.07655678689479828, 0.01284858025610447, -0.0002931660565081984, 0.04401948302984238, 0.035595182329416275, -0.003672755789011717, 0.04394352063536644, 0.02208276279270649, 0.06259720027446747, 0.011082715354859829, 0.03279579058289528, 0.11712992191314697, 0.037579987198114395, 0.03811376169323921, -0.020155800506472588, 0.02915877103805542, 0.012270918115973473, -0.02622583694756031, 0.007793419063091278, -0.030499259009957314, -0.0033493037335574627, -0.05984187498688698, 0.041808124631643295, 0.05722680315375328, 0.0050142076797783375, -0.05339965224266052, 0.010039135813713074, -0.03491424396634102, 0.023079512640833855, -0.1068626418709755, -0.05379240959882736, -0.015288757160305977, -0.04538941755890846, -0.019860101863741875, 0.03175017982721329, -0.020816318690776825, 0.06269317865371704, 0.022937366738915443, 0.02653895877301693, -0.007205461151897907, 0.08107300102710724, -0.0016045153606683016, -0.03462456911802292, 0.10716766119003296, -0.06211718171834946, -0.016150927171111107, 0.10678413510322571, -0.0839906632900238, -0.04907340183854103, -0.03398992866277695, -0.05858226865530014, 0.009660164825618267, -0.0010468187974765897, 0.07029341161251068, 0.17032085359096527, -0.022581541910767555, 0.048742812126874924, -0.03413653373718262, -0.04127984493970871, 0.05024748668074608, -0.10298345237970352, 0.01602012664079666, 0.07174885272979736, -0.041121650487184525, 0.035458698868751526, 0.015929725021123886, 0.020079858601093292, 0.005849522538483143, -0.07959934324026108, 0.018728196620941162, -0.052245672792196274, -0.02405903860926628, -0.1139749214053154, -0.11430656164884567, -0.09400001168251038, 0.06384489685297012, 0.024416208267211914, 0.054062243551015854, -0.0158675704151392, -0.02388142980635166, -0.05832123011350632, -0.07649623602628708, -0.026946956291794777, 0.0022324540186673403, 0.026029296219348907, 0.050581276416778564, -0.04465066269040108, 0.057383473962545395, -0.002997045870870352, 0.05205383151769638, 0.024140501394867897, -0.018022878095507622, -0.05156322941184044, 0.016116462647914886, 0.05103891342878342, 0.03049394302070141, 0.10422191023826599, 0.0643756315112114, -0.06501148641109467, -0.01041352842003107, -0.05739552155137062, -0.06720347702503204, -0.1288479119539261, -5.733056028299181e-33, -0.08572607487440109, 0.0500318743288517, 0.030365992337465286, 0.1223561242222786, 0.015330254100263119, -0.011928092688322067, -0.012792308814823627, -0.0283683929592371, -0.15279832482337952, 0.026458298787474632, 0.004189423751085997, 0.012256625108420849, 0.045223552733659744, 0.04385749250650406, 0.06203264743089676, -0.09864512085914612, -0.08411046862602234, 0.05492231622338295, 0.0385480634868145, -0.020532868802547455, -0.012381547130644321, -0.01898396760225296, -0.014402627944946289, -0.027590729296207428, 0.07463886588811874, -0.08173483610153198, -0.02107275277376175, 0.021618179976940155, 0.028178738430142403, 0.015921814367175102, 0.056491490453481674, 0.03504186496138573, -0.04656229540705681, -0.0669722929596901, -0.07899650931358337, 0.011596357449889183, -0.01368718221783638, -0.05287890136241913, 0.0188936535269022, 0.014932125806808472, -0.04852214828133583, 0.013225341215729713, -0.03133400157094002, 0.0037565503735095263, 0.0024869779590517282, 0.12339549511671066, 0.04192567989230156, -0.018724894151091576, -0.058068688958883286, -0.02004331164062023, 0.018516939133405685, 0.02518639899790287, -0.024288607761263847, -0.07011566311120987, 0.04022754356265068, -0.043991368263959885, -0.03007611632347107, -0.06957443058490753, -0.0397016666829586, -0.13010713458061218, -0.004307052120566368, -0.036745671182870865, -0.1128852516412735, 0.04859134927392006, -0.09639237076044083, 0.05951721593737602, 0.0308303851634264, 0.05808538571000099, 0.04592474550008774, 0.05001097172498703, -0.027324022725224495, -0.019609306007623672, -0.027040639892220497, -0.023326823487877846, -0.0792171061038971, -0.06442471593618393, -0.08437854796648026, 0.06279306858778, 0.07764319330453873, 0.06672493368387222, 0.04463920742273331, -0.051064684987068176, 0.039126601070165634, 0.03492596745491028, 0.05798852816224098, 0.01769930310547352, 0.037488922476768494, 0.058011505752801895, 0.09611264616250992, -0.01052810624241829, -0.03405598923563957, -0.03599516302347183, 0.0030300503131002188, 0.025802001357078552, -0.014058021828532219, 2.7795028612803548e-33, 0.011850152164697647, -0.030705420300364494, -0.0006851484649814665, -0.04757574200630188, -0.009218143299221992, 0.0073082102462649345, -0.03564541041851044, -0.0823303684592247, 0.05596258118748665, -0.004427013918757439, -0.07170196622610092, -0.0077949268743395805, 0.07735753804445267, 0.06323786824941635, -0.10133626312017441, -0.10162452608346939, 0.06167934462428093, 0.003489395137876272, 0.09946183860301971, -0.09413159638643265, 0.04221680760383606, -0.0028598939534276724, 0.019583310931921005, 0.06660433858633041, 0.07216857373714447, 0.004920253995805979, -0.1032579317688942, 0.04961415007710457, -0.012459777295589447, 0.003937415312975645, 0.008960711769759655, 0.0497860312461853, 0.024628357961773872, 0.0201820470392704, -0.07560673356056213, 0.04262714833021164, 0.03742435574531555, -0.02063601464033127, -0.04853608459234238, -0.005718586500734091, 0.019759804010391235, -0.010960121639072895, 0.08839321881532669, 0.033023469150066376, -0.03230832889676094, 0.02939680591225624, 0.12005244940519333, 0.015405085869133472, 0.021054359152913094, 0.0006588110700249672, 0.02915799617767334, 0.0011351850116625428, 0.01695185899734497, -0.04932160675525665, -0.04166492819786072, 0.07777968049049377, 0.08297508209943771, 0.022077547386288643, -0.02559412270784378, 0.055138085037469864, -0.04953843355178833, 0.008867032825946808, -0.005095752887427807, 0.03436201438307762, -0.08788561820983887, -0.044603507965803146, -0.007536660879850388, 0.0029723462648689747, -0.020716581493616104, -0.09432103484869003, 0.026912301778793335, -0.03513944521546364, -0.02971455082297325, 0.01651652529835701, -0.07865789532661438, 0.09268031269311905, -0.013831384479999542, -0.014543667435646057, -0.06603097170591354, 0.01815827749669552, -0.024940090253949165, 0.02876872383058071, 0.024522485211491585, 0.012115067802369595, 0.00962024461477995, -0.0016371790552511811, 0.04162852466106415, -0.054120831191539764, -0.018151182681322098, 0.011519732885062695, -0.08565078675746918, -0.00983705185353756, 0.012741779908537865, -0.019930386915802956, 0.0025948542170226574, -1.7773510663232628e-08, 0.006083393935114145, -0.028316019102931023, -0.018158961087465286, -0.05347127467393875, 0.005604029633104801, -0.037013646215200424, 0.0031182807870209217, -0.025920243933796883, 0.07993797957897186, -0.007134099490940571, -0.014941699802875519, 0.052836962044239044, -0.0684330090880394, 0.0411197729408741, -0.009743320755660534, -0.07872555404901505, -0.02892116829752922, 0.05013280361890793, -0.06114932522177696, -0.028821049258112907, 0.05381687730550766, 0.10765960812568665, 0.02714615687727928, 0.0049251532182097435, 0.041155144572257996, 0.0010463644284754992, 0.054118357598781586, -0.014460207894444466, -0.03770790994167328, 0.03525283932685852, 0.009857582859694958, 0.04293525218963623, 0.04247431829571724, 0.01774335280060768, -0.050369489938020706, 0.08232229948043823, 0.016422009095549583, 0.047154344618320465, -0.010068775154650211, -0.06400162726640701, -0.04061590135097504, 0.04024110361933708, 0.01807142235338688, -0.07541169971227646, -0.08003882318735123, -0.009272170253098011, -0.050930943340063095, 0.029897144064307213, 0.05727450177073479, -0.08336196094751358, 0.04908075928688049, -0.039989370852708817, 0.02074330300092697, 0.014481847174465656, 0.057153042405843735, 0.017460690811276436, -0.07352887839078903, 0.021759528666734695, -0.024036992341279984, -0.06858555972576141, 0.015200681053102016, -0.0506121851503849, 0.026685284450650215, 0.05723266303539276]"
6fe52181-a626-4f21-b176-bcc28dba3dca,Training-Reference-Guide_branded_071216.pdf,Training Reference Guide: June 2016,"[0.028551170602440834, -0.030704185366630554, -0.014960868284106255, 0.04570966958999634, -0.054056067019701004, 0.058522965759038925, -0.05968177318572998, -0.006136549171060324, -0.18160289525985718, -0.05095604434609413, -0.0143171027302742, 0.02336265705525875, -0.018881741911172867, 0.04909195378422737, -0.038155265152454376, 0.03948332741856575, 0.08838925510644913, 0.031003665179014206, 0.05194845423102379, -0.08659714460372925, 0.05938348174095154, 0.01923253946006298, 0.0207788348197937, 0.021722491830587387, -0.042209040373563766, -0.017930299043655396, -0.021129315719008446, -0.03174147382378578, 0.03482978045940399, -0.012239472940564156, -0.06128879263997078, 0.03301374241709709, 0.015573055483400822, -0.02285572700202465, -0.009258787147700787, 0.08261942118406296, 0.06711021065711975, -0.007316604256629944, -0.019898682832717896, 0.10156161338090897, -0.0523269884288311, -0.03459310904145241, -0.0012298820074647665, 0.022633425891399384, 0.060383498668670654, 0.08439582586288452, -0.036937784403562546, -0.06545000523328781, 0.0018455225508660078, 0.011606812477111816, -0.08096245676279068, -0.059453029185533524, -0.007293963339179754, 0.02998078241944313, 0.014022390358150005, 0.02288493700325489, 0.0028368262574076653, 0.00047165140858851373, -0.025904610753059387, 0.006474585272371769, 0.00756011763587594, -0.04746116325259209, -0.08086035400629044, 0.0018130559474229813, -0.022823914885520935, -0.04800357669591904, 0.028012815862894058, 0.1160491406917572, 0.046668436378240585, -0.1282501220703125, -0.08202077448368073, -0.02054995857179165, -0.022501716390252113, 0.028587911278009415, 0.05446042865514755, 0.10843043774366379, 0.005643181037157774, 0.047448087483644485, 0.07587505877017975, -0.10509935021400452, -0.03409077599644661, -0.008822204545140266, 0.06834065914154053, -0.03250913694500923, 0.014462531544268131, 0.04324640333652496, -0.013047524727880955, 0.03930782899260521, 0.025385782122612, 0.053173601627349854, 0.09895028173923492, 0.009105117060244083, -0.059539858251810074, 0.04739483818411827, 0.004103639163076878, 0.0607449896633625, -0.0696425810456276, -0.03451794758439064, -0.027074739336967468, 0.006097911391407251, 0.0032588113099336624, -0.06418859213590622, -0.042023561894893646, 0.020771928131580353, -0.06438205391168594, -0.03807838633656502, 0.04345843940973282, 0.020593618974089622, 0.03765782713890076, -0.030752405524253845, 0.04014386236667633, 0.0021632530260831118, -0.049254804849624634, -0.02308499440550804, -0.0024697177577763796, 0.1079016700387001, -0.038904428482055664, -0.022350873798131943, 0.02810422144830227, 0.10150161385536194, -0.12313085794448853, -0.03514048084616661, 0.021046487614512444, -0.014496974647045135, 0.026945391669869423, -0.09428802132606506, -0.0837702825665474, -1.5524156960584924e-34, 0.020736299455165863, 0.043259844183921814, -0.005514028016477823, 0.0427476204931736, 0.013316383585333824, -0.13199694454669952, 0.04116344451904297, -0.04950433596968651, 0.0022429374512284994, -0.005597849376499653, -0.02217365801334381, 0.025264330208301544, -0.007902655750513077, -0.00019622937543317676, -0.022028453648090363, -0.062419597059488297, -0.09872987121343613, 0.06398476660251617, -0.010505536571145058, 0.0433211624622345, 0.03215458244085312, -0.0032483350951224566, -0.026670757681131363, -0.004628031048923731, 0.0980653315782547, 0.08613947033882141, 0.020830966532230377, 0.014675697311758995, 0.021687380969524384, 0.039598945528268814, 0.021007753908634186, 0.010189353488385677, -0.030800143256783485, -0.07768471539020538, 0.005825400818139315, 0.030753247439861298, -0.030602749437093735, -0.05450914800167084, 0.0240170955657959, -0.0731179416179657, 0.002500640694051981, 0.022151170298457146, 0.0487721711397171, -0.05300752446055412, 0.03883315622806549, -0.0023838442284613848, 0.09684133529663086, -0.009379955939948559, 0.040015578269958496, -0.003982622176408768, -0.06663230806589127, -0.018957948312163353, 0.016958434134721756, -0.07685034722089767, 0.0007478079060092568, 0.055435869842767715, 0.001301037729717791, 0.04650266841053963, -0.018096137791872025, -0.003103052731603384, 0.034318652004003525, 0.07625303417444229, -0.025096319615840912, 0.022063463926315308, -0.05171732231974602, -0.09224294871091843, -0.09937954694032669, -0.05232591554522514, 0.033975593745708466, -0.06680258363485336, -0.016944745555520058, 0.0028809683863073587, 0.033334460109472275, -0.03439437597990036, 0.01817425899207592, -0.04032577946782112, 0.005475911311805248, 0.012202958576381207, -0.03383401036262512, 0.029067790135741234, -0.05118120089173317, 0.09797552227973938, -0.03174784034490585, 0.036192599684000015, -0.002643197774887085, -0.028080275282263756, 0.029309352859854698, -0.0008214281988330185, 0.04446600377559662, 0.06182533875107765, -0.020007262006402016, -0.0007674388471059501, -0.004088320303708315, 0.052892010658979416, -0.020469170063734055, -4.889338805018241e-34, 0.06122329458594322, 0.09638965129852295, 0.03178878501057625, 0.06738400459289551, 0.08185512572526932, 0.0607319138944149, 0.028660990297794342, 0.13381962478160858, 0.07888323068618774, -0.03720160201191902, -0.008419877849519253, 0.014778568409383297, 0.01011366955935955, 0.05296056345105171, -0.06499924510717392, -0.03527266904711723, -0.13166531920433044, 0.04335390776395798, -0.025304054841399193, -0.005527866072952747, 0.018577734008431435, 0.08764705806970596, -0.036512311547994614, -0.02669372968375683, 0.02773049846291542, -0.02168142795562744, 0.03314802050590515, 0.029000526294112206, -0.02091006189584732, -0.03250519558787346, -0.015114071778953075, -0.0522296279668808, 0.023385461419820786, 0.011918449774384499, -0.09265978634357452, 0.011959034018218517, 0.0825032889842987, -0.03040114790201187, 0.0022356510162353516, 0.08151447772979736, 0.10995960980653763, -0.020786786451935768, 0.019427353516221046, -0.0030276067554950714, -0.021767839789390564, -0.04557913541793823, 0.04634558781981468, 0.030270857736468315, 0.01084110513329506, -0.015929989516735077, -0.011498633772134781, -0.045228261500597, -0.047525350004434586, -0.06148273125290871, 0.025630194693803787, -0.03105735406279564, 0.04155311733484268, -0.05626903101801872, -0.026063963770866394, -0.03602186590433121, -0.035883646458387375, 0.05887891352176666, -0.0899093821644783, 0.06040661782026291, 0.015438067726790905, -0.0316045768558979, -0.05525442212820053, 0.030843481421470642, 0.003008553059771657, 0.05996919050812721, -0.07441870868206024, 0.08126036077737808, 0.05361233279109001, 0.005599156487733126, -0.07890311628580093, -0.049962326884269714, 0.015638837590813637, -0.03071998618543148, -0.04191765561699867, -0.014486275613307953, -0.06767042726278305, -0.01657933183014393, -0.06072557717561722, 0.1691892296075821, 0.05981912836432457, 0.16860173642635345, 0.06603758037090302, -0.03690303862094879, -0.02458193153142929, -0.057992253452539444, -0.06851641833782196, -0.023596785962581635, -0.003186839632689953, 0.027749447152018547, -0.04020175710320473, -1.8459507700185895e-08, 0.0034167144913226366, 0.09391210228204727, -0.0007700824062339962, 0.047528065741062164, 0.009980879724025726, 0.0006213173037394881, -0.05217568948864937, 0.025308214128017426, -0.03288339450955391, 0.09797459095716476, 0.03811251372098923, 0.01953354850411415, 0.019987473264336586, -0.028071869164705276, 0.054051417857408524, -0.0022145367693156004, -0.019925707951188087, 0.09535874426364899, -0.039507582783699036, -0.014083430171012878, 0.01921118050813675, -0.044013574719429016, 0.08746640384197235, 0.057096440345048904, 0.042112600058317184, -0.0716395229101181, -0.027012215927243233, 0.10028766840696335, 0.03361453488469124, -0.0660567581653595, 0.0013203772250562906, 0.04645489901304245, 0.018081804737448692, -0.061735205352306366, -0.02567341737449169, 0.02640322968363762, -0.014617075212299824, -0.017101364210247993, 0.021718019619584084, 0.03847305849194527, -0.06176958978176117, 0.0038205482997000217, 0.04953794553875923, 0.016452467069029808, 0.023570479825139046, 0.055414557456970215, -0.045714396983385086, -0.0666567012667656, -0.0417226105928421, -0.030705906450748444, 0.019735004752874374, -0.031104106456041336, 0.015605888329446316, 0.003993314690887928, 0.06601935625076294, 0.14031119644641876, -0.0023464204277843237, -0.11008267849683762, -0.010644863359630108, 0.01525561511516571, -0.03603086993098259, -0.019771765917539597, -0.07439696043729782, 0.04122588410973549]"
a41667bd-7862-4a50-9787-55dcf59debd3,Training-Reference-Guide_branded_071216.pdf,Table of Contents: Performance Measurement Terminology..................................................................................... 1,"[0.03728172928094864, -0.010880368761718273, -0.09639786928892136, -0.027225658297538757, -0.030610278248786926, -0.019863730296492577, -0.0038335758727043867, 0.07544247061014175, 0.017361661419272423, 0.014701349660754204, -0.050047919154167175, 0.03677249699831009, 0.10794033855199814, -0.029792530462145805, -0.06449910998344421, -0.04884013533592224, 0.1618189811706543, 0.002618637168779969, -0.012469694949686527, -0.05133887752890587, 0.06376882642507553, -0.022561432793736458, 0.03240509703755379, -0.0017459980444982648, 0.020551374182105064, 7.561934762634337e-05, -0.10076196491718292, 0.00029135760269127786, -0.012382345274090767, -0.02210601605474949, -0.047471288591623306, 0.04739728569984436, 0.052326466888189316, 0.03617660328745842, -0.06545694172382355, 0.003359484253451228, 0.0371893011033535, -0.03842930868268013, 0.022162459790706635, 0.026855546981096268, -0.011211776174604893, -0.008548869751393795, 0.024565480649471283, 0.03497954085469246, 0.026596922427415848, 0.020237380638718605, -0.07032471150159836, -0.012959981337189674, -0.11557574570178986, 0.02779477834701538, -0.06542409956455231, 0.08459535986185074, -0.0415646955370903, -0.012242882512509823, 0.017479855567216873, 0.05637991428375244, 0.024442849680781364, -0.03266661986708641, -0.06547664105892181, 0.07069536298513412, -0.08555636554956436, -0.04584936052560806, -0.07986129075288773, 0.07113916426897049, 0.07656694948673248, -0.02043825015425682, 0.042969509959220886, -0.04998178035020828, -0.045008569955825806, -0.008779529482126236, -0.08337963372468948, 0.012982236221432686, 0.016002610325813293, 0.03716779872775078, -0.03261293098330498, -0.05564618110656738, -0.02958597056567669, -0.001540981698781252, 0.01644560880959034, -0.0905088260769844, 0.017227597534656525, 0.03835100680589676, -0.0365024134516716, -0.03211114928126335, 0.04881812632083893, -0.03484832122921944, 0.0826105922460556, -0.028879869729280472, -0.024233177304267883, -0.04014664888381958, 0.014227894134819508, 0.01617998629808426, 0.06070968136191368, 0.02703052945435047, -0.007206433918327093, 0.06409088522195816, -0.003928845282644033, -0.03867090120911598, 0.0555318221449852, -0.021512063220143318, 0.05016997456550598, 0.052816346287727356, -0.05222992226481438, 0.05304838344454765, -0.08882681280374527, -0.080632284283638, -0.008440871722996235, 0.094288669526577, -0.05133173242211342, -0.04722285270690918, 0.017827440053224564, 0.038216497749090195, -0.03845629096031189, -0.07190000265836716, 0.012297814711928368, -0.037817999720573425, -0.03381211683154106, 0.0763750672340393, 0.1353033035993576, 0.06783388555049896, -0.0002363232197239995, -0.06068715080618858, 0.05451814457774162, -0.04029419645667076, -0.020434169098734856, 0.011756491847336292, -0.011207189410924911, -2.7044131270363917e-32, -0.09628468006849289, -0.04254469648003578, -0.01031072624027729, 0.03503306210041046, -0.12252718210220337, 0.008390495553612709, -0.03331685811281204, 0.03981485962867737, 0.09403302520513535, -0.007503627799451351, -0.026036983355879784, 0.0372290164232254, -0.041894201189279556, 0.005720986519008875, 0.0858074426651001, -0.004845038056373596, -0.009492707438766956, 0.14649422466754913, -0.10324062407016754, -0.009893149137496948, -0.004174711182713509, 0.000807698757853359, 0.029492061585187912, 0.06523782014846802, 0.14371371269226074, -0.03513982146978378, -0.005596907809376717, -0.005250139627605677, -0.10863327980041504, 8.705120853846893e-05, 0.1293829083442688, -0.021531660109758377, -0.0457809753715992, -0.034356292337179184, -0.03510681539773941, -0.01097151916474104, -0.008157831616699696, 0.015427150763571262, 0.06641054153442383, 0.0008989402558654547, -0.12842753529548645, 0.027410928159952164, 0.04390818998217583, -0.05968308821320534, -0.09778698533773422, -0.008080728352069855, -0.08223836869001389, -0.021603573113679886, 0.010750162415206432, -0.04651741310954094, -0.01946403831243515, -0.0030960531439632177, 0.08335893601179123, 0.03052549809217453, 0.06796660274267197, 0.04319408908486366, 0.07272490113973618, -0.015858568251132965, -0.024305621162056923, 0.16039027273654938, -0.04699874296784401, -0.020821643993258476, -0.03304220736026764, -0.032873742282390594, -0.0028743185102939606, 0.038836997002363205, -0.0016836405266076326, -0.05416795611381531, 0.0198201984167099, -0.07092660665512085, 0.0006403698353096843, -0.01263809110969305, 0.025162847712635994, -0.01554377656430006, 0.04853019863367081, -0.020888695493340492, 0.014767078682780266, -0.013169517740607262, -0.0525023378431797, -0.06978999823331833, -0.05032991245388985, 0.05764244869351387, -0.037262093275785446, -0.12276650220155716, -0.07013736665248871, 0.018224775791168213, 0.004235256463289261, -0.020029211416840553, -0.061005931347608566, -0.030238844454288483, 0.017295153811573982, 0.015945304185152054, -0.024867422878742218, 0.017570605501532555, -0.010686739347875118, 1.925400678055778e-32, -0.003808255074545741, -0.001705495291389525, -0.045627400279045105, 0.1029808521270752, -0.000779278518166393, -0.04884915053844452, -0.025418611243367195, -0.019141245633363724, -0.006551367696374655, 0.02626011334359646, -0.03142629936337471, -0.019872723147273064, -0.05392307788133621, -0.03283996880054474, -0.018730446696281433, 0.013871044851839542, 0.021097876131534576, -0.08320163935422897, -0.06390909850597382, 0.06389552354812622, 0.047071781009435654, 0.016972705721855164, 0.008890636265277863, -0.03586850315332413, -0.029247406870126724, 0.009780746884644032, -0.034483011811971664, -0.053637728095054626, -0.02075856551527977, -0.06206929311156273, -0.017510246485471725, -0.07188550382852554, 0.0017576932441443205, 0.04234756529331207, 0.01335820835083723, -0.10219451785087585, 0.0575898103415966, -0.0707501545548439, 0.001025705598294735, 0.05130687728524208, 0.0947507843375206, 0.06846396625041962, 0.012023222632706165, 0.019091825932264328, -0.004830973222851753, 0.021885646507143974, -0.03636900335550308, -0.05096173286437988, 0.014187398366630077, -0.03691517189145088, 0.03743939474225044, 0.015605232678353786, 0.02519489824771881, 0.023419318720698357, -0.030485915020108223, -0.002843746915459633, -0.06009247526526451, -0.017913538962602615, -0.03919267654418945, 0.0616566501557827, 0.06022464856505394, 0.010535369627177715, -0.014398645609617233, 0.14259736239910126, -0.0022227331064641476, 0.07333280146121979, -0.02273133583366871, -0.032777782529592514, 0.00395317655056715, 0.0421753004193306, -0.035366859287023544, -0.002896685153245926, 0.004800021182745695, 0.0152312982827425, -0.07664244621992111, -0.005748329218477011, 0.005724929738789797, -0.0757157951593399, -0.07416055351495743, 0.018797101452946663, -0.0933419018983841, 0.04611167684197426, -0.09489183872938156, 0.00260501098819077, -0.045344382524490356, -0.006364714819937944, 0.05638567730784416, -0.04134851694107056, -0.02428095042705536, -0.02445797435939312, 0.0007421526242978871, -0.010194780305027962, -0.09096384048461914, -0.020435404032468796, -0.024985071271657944, -4.013182675066673e-08, -0.044216226786375046, -0.10006900876760483, 0.0515916533768177, 0.02951214648783207, 0.03306121751666069, 0.055269304662942886, 0.019129285588860512, 0.02399340830743313, 0.003332419553771615, -0.0264369398355484, 0.14316681027412415, -0.05548938736319542, -0.006906990893185139, 0.0030788069125264883, 0.08659347891807556, 0.0014064572751522064, -0.0015708848368376493, 0.07093038409948349, -0.04956274852156639, -0.004834699910134077, 0.03697499632835388, 0.1108827069401741, 0.020157381892204285, -0.011583182960748672, 0.0421898178756237, 0.04208969697356224, -0.003758284728974104, 0.03508010879158974, 0.03861568495631218, -0.020093100145459175, 0.012295899912714958, 0.03012216091156006, 0.03550208732485771, -0.07179582864046097, 0.056095995008945465, 0.11740881949663162, -0.004293529316782951, 0.05876002088189125, 0.040156085044145584, 0.06023552268743515, -0.011731245554983616, -0.008318482898175716, 6.423590093618259e-05, 0.08390901982784271, 0.11173506826162338, 0.012936712242662907, -0.11378812789916992, 0.055375635623931885, -0.02515709213912487, -0.09924434125423431, -0.013761907815933228, -0.0036725858226418495, -0.03502453863620758, -0.010850729420781136, -0.011391911655664444, -0.019227266311645508, 0.019139382988214493, -0.024616960436105728, 0.01281726360321045, 0.03710363060235977, 0.040111541748046875, -4.328658542362973e-05, -0.006996701005846262, 0.05211301147937775]"
